display_name,country,points,rank
gjg_1101,ca,0,0
gjg_1102,ca,0,0
gjg_1103,fr,0,0
gjg_1104,ca,0,0
gjg_1105,tr,0,0
gjg_1106,tr,0,0
gjg_1107,tr,0,0
gjg_1108,tr,0,0
gjg_1109,fr,0,0
gjg_1110,us,0,0
gjg_1111,us,0,0
gjg_1112,au,0,0
gjg_1113,fr,0,0
gjg_1114,au,0,0
gjg_1115,au,0,0
gjg_1116,fr,0,0
gjg_1117,ca,0,0
gjg_1118,tr,0,0
gjg_1119,tr,0,0
gjg_1120,fr,0,0
gjg_1121,tr,0,0
gjg_1122,fr,0,0
gjg_1123,fr,0,0
gjg_1124,fr,0,0
gjg_1125,tr,0,0
gjg_1126,au,0,0
gjg_1127,ca,0,0
gjg_1128,us,0,0
gjg_1129,tr,0,0
gjg_1130,au,0,0
gjg_1131,tr,0,0
gjg_1132,fr,0,0
gjg_1133,au,0,0
gjg_1134,us,0,0
gjg_1135,tr,0,0
gjg_1136,tr,0,0
gjg_1137,ca,0,0
gjg_1138,tr,0,0
gjg_1139,tr,0,0
gjg_1140,tr,0,0
gjg_1141,au,0,0
gjg_1142,us,0,0
gjg_1143,fr,0,0
gjg_1144,ca,0,0
gjg_1145,tr,0,0
gjg_1146,au,0,0
gjg_1147,ca,0,0
gjg_1148,ca,0,0
gjg_1149,au,0,0
gjg_1150,fr,0,0
gjg_1151,us,0,0
gjg_1152,au,0,0
gjg_1153,fr,0,0
gjg_1154,ca,0,0
gjg_1155,us,0,0
gjg_1156,us,0,0
gjg_1157,ca,0,0
gjg_1158,au,0,0
gjg_1159,au,0,0
gjg_1160,fr,0,0
gjg_1161,tr,0,0
gjg_1162,tr,0,0
gjg_1163,au,0,0
gjg_1164,tr,0,0
gjg_1165,au,0,0
gjg_1166,au,0,0
gjg_1167,fr,0,0
gjg_1168,tr,0,0
gjg_1169,us,0,0
gjg_1170,fr,0,0
gjg_1171,fr,0,0
gjg_1172,tr,0,0
gjg_1173,tr,0,0
gjg_1174,fr,0,0
gjg_1175,ca,0,0
gjg_1176,ca,0,0
gjg_1177,fr,0,0
gjg_1178,ca,0,0
gjg_1179,au,0,0
gjg_1180,us,0,0
gjg_1181,fr,0,0
gjg_1182,fr,0,0
gjg_1183,au,0,0
gjg_1184,au,0,0
gjg_1185,us,0,0
gjg_1186,us,0,0
gjg_1187,tr,0,0
gjg_1188,tr,0,0
gjg_1189,tr,0,0
gjg_1190,us,0,0
gjg_1191,us,0,0
gjg_1192,au,0,0
gjg_1193,tr,0,0
gjg_1194,tr,0,0
gjg_1195,fr,0,0
gjg_1196,fr,0,0
gjg_1197,au,0,0
gjg_1198,tr,0,0
gjg_1199,us,0,0
gjg_1200,tr,0,0
gjg_1201,us,0,0
gjg_1202,us,0,0
gjg_1203,ca,0,0
gjg_1204,au,0,0
gjg_1205,fr,0,0
gjg_1206,fr,0,0
gjg_1207,us,0,0
gjg_1208,fr,0,0
gjg_1209,tr,0,0
gjg_1210,fr,0,0
gjg_1211,us,0,0
gjg_1212,tr,0,0
gjg_1213,fr,0,0
gjg_1214,ca,0,0
gjg_1215,fr,0,0
gjg_1216,us,0,0
gjg_1217,tr,0,0
gjg_1218,au,0,0
gjg_1219,tr,0,0
gjg_1220,tr,0,0
gjg_1221,us,0,0
gjg_1222,tr,0,0
gjg_1223,au,0,0
gjg_1224,tr,0,0
gjg_1225,tr,0,0
gjg_1226,us,0,0
gjg_1227,us,0,0
gjg_1228,ca,0,0
gjg_1229,ca,0,0
gjg_1230,au,0,0
gjg_1231,us,0,0
gjg_1232,au,0,0
gjg_1233,au,0,0
gjg_1234,ca,0,0
gjg_1235,tr,0,0
gjg_1236,tr,0,0
gjg_1237,tr,0,0
gjg_1238,tr,0,0
gjg_1239,tr,0,0
gjg_1240,au,0,0
gjg_1241,au,0,0
gjg_1242,au,0,0
gjg_1243,tr,0,0
gjg_1244,ca,0,0
gjg_1245,fr,0,0
gjg_1246,au,0,0
gjg_1247,au,0,0
gjg_1248,au,0,0
gjg_1249,us,0,0
gjg_1250,us,0,0
gjg_1251,tr,0,0
gjg_1252,ca,0,0
gjg_1253,us,0,0
gjg_1254,au,0,0
gjg_1255,ca,0,0
gjg_1256,fr,0,0
gjg_1257,au,0,0
gjg_1258,tr,0,0
gjg_1259,tr,0,0
gjg_1260,ca,0,0
gjg_1261,au,0,0
gjg_1262,au,0,0
gjg_1263,us,0,0
gjg_1264,tr,0,0
gjg_1265,tr,0,0
gjg_1266,fr,0,0
gjg_1267,au,0,0
gjg_1268,us,0,0
gjg_1269,au,0,0
gjg_1270,au,0,0
gjg_1271,tr,0,0
gjg_1272,fr,0,0
gjg_1273,tr,0,0
gjg_1274,us,0,0
gjg_1275,ca,0,0
gjg_1276,us,0,0
gjg_1277,tr,0,0
gjg_1278,ca,0,0
gjg_1279,tr,0,0
gjg_1280,tr,0,0
gjg_1281,au,0,0
gjg_1282,ca,0,0
gjg_1283,ca,0,0
gjg_1284,tr,0,0
gjg_1285,tr,0,0
gjg_1286,us,0,0
gjg_1287,ca,0,0
gjg_1288,tr,0,0
gjg_1289,fr,0,0
gjg_1290,ca,0,0
gjg_1291,fr,0,0
gjg_1292,fr,0,0
gjg_1293,tr,0,0
gjg_1294,tr,0,0
gjg_1295,ca,0,0
gjg_1296,ca,0,0
gjg_1297,fr,0,0
gjg_1298,ca,0,0
gjg_1299,fr,0,0
gjg_1300,au,0,0
gjg_1301,fr,0,0
gjg_1302,ca,0,0
gjg_1303,au,0,0
gjg_1304,tr,0,0
gjg_1305,us,0,0
gjg_1306,ca,0,0
gjg_1307,ca,0,0
gjg_1308,fr,0,0
gjg_1309,ca,0,0
gjg_1310,tr,0,0
gjg_1311,us,0,0
gjg_1312,ca,0,0
gjg_1313,ca,0,0
gjg_1314,ca,0,0
gjg_1315,tr,0,0
gjg_1316,ca,0,0
gjg_1317,ca,0,0
gjg_1318,tr,0,0
gjg_1319,au,0,0
gjg_1320,ca,0,0
gjg_1321,fr,0,0
gjg_1322,us,0,0
gjg_1323,fr,0,0
gjg_1324,us,0,0
gjg_1325,tr,0,0
gjg_1326,fr,0,0
gjg_1327,ca,0,0
gjg_1328,us,0,0
gjg_1329,tr,0,0
gjg_1330,au,0,0
gjg_1331,tr,0,0
gjg_1332,us,0,0
gjg_1333,us,0,0
gjg_1334,fr,0,0
gjg_1335,us,0,0
gjg_1336,fr,0,0
gjg_1337,ca,0,0
gjg_1338,tr,0,0
gjg_1339,fr,0,0
gjg_1340,fr,0,0
gjg_1341,fr,0,0
gjg_1342,fr,0,0
gjg_1343,us,0,0
gjg_1344,tr,0,0
gjg_1345,us,0,0
gjg_1346,tr,0,0
gjg_1347,au,0,0
gjg_1348,fr,0,0
gjg_1349,tr,0,0
gjg_1350,us,0,0
gjg_1351,tr,0,0
gjg_1352,au,0,0
gjg_1353,tr,0,0
gjg_1354,us,0,0
gjg_1355,ca,0,0
gjg_1356,fr,0,0
gjg_1357,au,0,0
gjg_1358,tr,0,0
gjg_1359,fr,0,0
gjg_1360,ca,0,0
gjg_1361,fr,0,0
gjg_1362,tr,0,0
gjg_1363,fr,0,0
gjg_1364,tr,0,0
gjg_1365,fr,0,0
gjg_1366,us,0,0
gjg_1367,fr,0,0
gjg_1368,us,0,0
gjg_1369,au,0,0
gjg_1370,fr,0,0
gjg_1371,us,0,0
gjg_1372,ca,0,0
gjg_1373,us,0,0
gjg_1374,fr,0,0
gjg_1375,au,0,0
gjg_1376,us,0,0
gjg_1377,fr,0,0
gjg_1378,ca,0,0
gjg_1379,tr,0,0
gjg_1380,ca,0,0
gjg_1381,ca,0,0
gjg_1382,ca,0,0
gjg_1383,ca,0,0
gjg_1384,au,0,0
gjg_1385,fr,0,0
gjg_1386,us,0,0
gjg_1387,au,0,0
gjg_1388,tr,0,0
gjg_1389,tr,0,0
gjg_1390,ca,0,0
gjg_1391,us,0,0
gjg_1392,us,0,0
gjg_1393,fr,0,0
gjg_1394,ca,0,0
gjg_1395,ca,0,0
gjg_1396,ca,0,0
gjg_1397,au,0,0
gjg_1398,fr,0,0
gjg_1399,fr,0,0
gjg_1400,fr,0,0
gjg_1401,us,0,0
gjg_1402,fr,0,0
gjg_1403,au,0,0
gjg_1404,us,0,0
gjg_1405,au,0,0
gjg_1406,us,0,0
gjg_1407,ca,0,0
gjg_1408,au,0,0
gjg_1409,us,0,0
gjg_1410,ca,0,0
gjg_1411,fr,0,0
gjg_1412,tr,0,0
gjg_1413,ca,0,0
gjg_1414,fr,0,0
gjg_1415,us,0,0
gjg_1416,au,0,0
gjg_1417,ca,0,0
gjg_1418,fr,0,0
gjg_1419,tr,0,0
gjg_1420,ca,0,0
gjg_1421,us,0,0
gjg_1422,us,0,0
gjg_1423,us,0,0
gjg_1424,us,0,0
gjg_1425,au,0,0
gjg_1426,us,0,0
gjg_1427,ca,0,0
gjg_1428,us,0,0
gjg_1429,us,0,0
gjg_1430,tr,0,0
gjg_1431,fr,0,0
gjg_1432,ca,0,0
gjg_1433,fr,0,0
gjg_1434,au,0,0
gjg_1435,tr,0,0
gjg_1436,us,0,0
gjg_1437,ca,0,0
gjg_1438,fr,0,0
gjg_1439,fr,0,0
gjg_1440,ca,0,0
gjg_1441,ca,0,0
gjg_1442,ca,0,0
gjg_1443,tr,0,0
gjg_1444,ca,0,0
gjg_1445,ca,0,0
gjg_1446,au,0,0
gjg_1447,us,0,0
gjg_1448,fr,0,0
gjg_1449,tr,0,0
gjg_1450,ca,0,0
gjg_1451,us,0,0
gjg_1452,au,0,0
gjg_1453,ca,0,0
gjg_1454,au,0,0
gjg_1455,au,0,0
gjg_1456,fr,0,0
gjg_1457,fr,0,0
gjg_1458,tr,0,0
gjg_1459,us,0,0
gjg_1460,ca,0,0
gjg_1461,au,0,0
gjg_1462,us,0,0
gjg_1463,us,0,0
gjg_1464,us,0,0
gjg_1465,au,0,0
gjg_1466,us,0,0
gjg_1467,fr,0,0
gjg_1468,ca,0,0
gjg_1469,ca,0,0
gjg_1470,us,0,0
gjg_1471,fr,0,0
gjg_1472,fr,0,0
gjg_1473,ca,0,0
gjg_1474,ca,0,0
gjg_1475,tr,0,0
gjg_1476,fr,0,0
gjg_1477,ca,0,0
gjg_1478,ca,0,0
gjg_1479,fr,0,0
gjg_1480,au,0,0
gjg_1481,fr,0,0
gjg_1482,fr,0,0
gjg_1483,fr,0,0
gjg_1484,ca,0,0
gjg_1485,us,0,0
gjg_1486,us,0,0
gjg_1487,au,0,0
gjg_1488,us,0,0
gjg_1489,fr,0,0
gjg_1490,us,0,0
gjg_1491,au,0,0
gjg_1492,au,0,0
gjg_1493,tr,0,0
gjg_1494,ca,0,0
gjg_1495,fr,0,0
gjg_1496,ca,0,0
gjg_1497,fr,0,0
gjg_1498,au,0,0
gjg_1499,tr,0,0
gjg_1500,ca,0,0
gjg_1501,fr,0,0
gjg_1502,us,0,0
gjg_1503,ca,0,0
gjg_1504,us,0,0
gjg_1505,au,0,0
gjg_1506,ca,0,0
gjg_1507,ca,0,0
gjg_1508,fr,0,0
gjg_1509,tr,0,0
gjg_1510,au,0,0
gjg_1511,us,0,0
gjg_1512,fr,0,0
gjg_1513,tr,0,0
gjg_1514,us,0,0
gjg_1515,us,0,0
gjg_1516,tr,0,0
gjg_1517,fr,0,0
gjg_1518,au,0,0
gjg_1519,au,0,0
gjg_1520,fr,0,0
gjg_1521,au,0,0
gjg_1522,tr,0,0
gjg_1523,au,0,0
gjg_1524,us,0,0
gjg_1525,tr,0,0
gjg_1526,tr,0,0
gjg_1527,ca,0,0
gjg_1528,ca,0,0
gjg_1529,us,0,0
gjg_1530,au,0,0
gjg_1531,us,0,0
gjg_1532,au,0,0
gjg_1533,au,0,0
gjg_1534,us,0,0
gjg_1535,us,0,0
gjg_1536,us,0,0
gjg_1537,ca,0,0
gjg_1538,au,0,0
gjg_1539,fr,0,0
gjg_1540,au,0,0
gjg_1541,tr,0,0
gjg_1542,fr,0,0
gjg_1543,au,0,0
gjg_1544,au,0,0
gjg_1545,ca,0,0
gjg_1546,ca,0,0
gjg_1547,au,0,0
gjg_1548,fr,0,0
gjg_1549,us,0,0
gjg_1550,ca,0,0
gjg_1551,au,0,0
gjg_1552,tr,0,0
gjg_1553,us,0,0
gjg_1554,ca,0,0
gjg_1555,tr,0,0
gjg_1556,au,0,0
gjg_1557,tr,0,0
gjg_1558,tr,0,0
gjg_1559,fr,0,0
gjg_1560,us,0,0
gjg_1561,tr,0,0
gjg_1562,fr,0,0
gjg_1563,fr,0,0
gjg_1564,fr,0,0
gjg_1565,us,0,0
gjg_1566,ca,0,0
gjg_1567,ca,0,0
gjg_1568,tr,0,0
gjg_1569,au,0,0
gjg_1570,ca,0,0
gjg_1571,tr,0,0
gjg_1572,fr,0,0
gjg_1573,us,0,0
gjg_1574,tr,0,0
gjg_1575,tr,0,0
gjg_1576,au,0,0
gjg_1577,fr,0,0
gjg_1578,au,0,0
gjg_1579,au,0,0
gjg_1580,us,0,0
gjg_1581,au,0,0
gjg_1582,fr,0,0
gjg_1583,au,0,0
gjg_1584,au,0,0
gjg_1585,au,0,0
gjg_1586,fr,0,0
gjg_1587,us,0,0
gjg_1588,fr,0,0
gjg_1589,us,0,0
gjg_1590,tr,0,0
gjg_1591,ca,0,0
gjg_1592,tr,0,0
gjg_1593,au,0,0
gjg_1594,us,0,0
gjg_1595,ca,0,0
gjg_1596,us,0,0
gjg_1597,ca,0,0
gjg_1598,ca,0,0
gjg_1599,fr,0,0
gjg_1600,us,0,0
gjg_1601,au,0,0
gjg_1602,us,0,0
gjg_1603,au,0,0
gjg_1604,au,0,0
gjg_1605,au,0,0
gjg_1606,fr,0,0
gjg_1607,fr,0,0
gjg_1608,au,0,0
gjg_1609,us,0,0
gjg_1610,tr,0,0
gjg_1611,au,0,0
gjg_1612,tr,0,0
gjg_1613,au,0,0
gjg_1614,fr,0,0
gjg_1615,tr,0,0
gjg_1616,ca,0,0
gjg_1617,us,0,0
gjg_1618,au,0,0
gjg_1619,ca,0,0
gjg_1620,fr,0,0
gjg_1621,fr,0,0
gjg_1622,tr,0,0
gjg_1623,us,0,0
gjg_1624,us,0,0
gjg_1625,fr,0,0
gjg_1626,ca,0,0
gjg_1627,us,0,0
gjg_1628,us,0,0
gjg_1629,ca,0,0
gjg_1630,ca,0,0
gjg_1631,fr,0,0
gjg_1632,us,0,0
gjg_1633,ca,0,0
gjg_1634,tr,0,0
gjg_1635,fr,0,0
gjg_1636,fr,0,0
gjg_1637,us,0,0
gjg_1638,tr,0,0
gjg_1639,fr,0,0
gjg_1640,fr,0,0
gjg_1641,us,0,0
gjg_1642,tr,0,0
gjg_1643,fr,0,0
gjg_1644,us,0,0
gjg_1645,us,0,0
gjg_1646,tr,0,0
gjg_1647,au,0,0
gjg_1648,ca,0,0
gjg_1649,us,0,0
gjg_1650,ca,0,0
gjg_1651,ca,0,0
gjg_1652,us,0,0
gjg_1653,au,0,0
gjg_1654,ca,0,0
gjg_1655,tr,0,0
gjg_1656,tr,0,0
gjg_1657,fr,0,0
gjg_1658,tr,0,0
gjg_1659,tr,0,0
gjg_1660,tr,0,0
gjg_1661,ca,0,0
gjg_1662,fr,0,0
gjg_1663,ca,0,0
gjg_1664,au,0,0
gjg_1665,au,0,0
gjg_1666,ca,0,0
gjg_1667,fr,0,0
gjg_1668,fr,0,0
gjg_1669,tr,0,0
gjg_1670,ca,0,0
gjg_1671,ca,0,0
gjg_1672,ca,0,0
gjg_1673,tr,0,0
gjg_1674,au,0,0
gjg_1675,au,0,0
gjg_1676,tr,0,0
gjg_1677,fr,0,0
gjg_1678,au,0,0
gjg_1679,ca,0,0
gjg_1680,us,0,0
gjg_1681,fr,0,0
gjg_1682,au,0,0
gjg_1683,fr,0,0
gjg_1684,tr,0,0
gjg_1685,tr,0,0
gjg_1686,fr,0,0
gjg_1687,au,0,0
gjg_1688,fr,0,0
gjg_1689,tr,0,0
gjg_1690,tr,0,0
gjg_1691,ca,0,0
gjg_1692,us,0,0
gjg_1693,ca,0,0
gjg_1694,ca,0,0
gjg_1695,fr,0,0
gjg_1696,fr,0,0
gjg_1697,us,0,0
gjg_1698,ca,0,0
gjg_1699,tr,0,0
gjg_1700,au,0,0
gjg_1701,au,0,0
gjg_1702,fr,0,0
gjg_1703,ca,0,0
gjg_1704,fr,0,0
gjg_1705,tr,0,0
gjg_1706,tr,0,0
gjg_1707,tr,0,0
gjg_1708,tr,0,0
gjg_1709,fr,0,0
gjg_1710,au,0,0
gjg_1711,au,0,0
gjg_1712,ca,0,0
gjg_1713,tr,0,0
gjg_1714,au,0,0
gjg_1715,us,0,0
gjg_1716,au,0,0
gjg_1717,us,0,0
gjg_1718,us,0,0
gjg_1719,us,0,0
gjg_1720,ca,0,0
gjg_1721,us,0,0
gjg_1722,tr,0,0
gjg_1723,tr,0,0
gjg_1724,ca,0,0
gjg_1725,us,0,0
gjg_1726,au,0,0
gjg_1727,tr,0,0
gjg_1728,ca,0,0
gjg_1729,fr,0,0
gjg_1730,us,0,0
gjg_1731,fr,0,0
gjg_1732,au,0,0
gjg_1733,au,0,0
gjg_1734,us,0,0
gjg_1735,au,0,0
gjg_1736,fr,0,0
gjg_1737,au,0,0
gjg_1738,us,0,0
gjg_1739,us,0,0
gjg_1740,tr,0,0
gjg_1741,au,0,0
gjg_1742,au,0,0
gjg_1743,ca,0,0
gjg_1744,fr,0,0
gjg_1745,au,0,0
gjg_1746,fr,0,0
gjg_1747,au,0,0
gjg_1748,au,0,0
gjg_1749,us,0,0
gjg_1750,us,0,0
gjg_1751,tr,0,0
gjg_1752,fr,0,0
gjg_1753,us,0,0
gjg_1754,tr,0,0
gjg_1755,fr,0,0
gjg_1756,ca,0,0
gjg_1757,tr,0,0
gjg_1758,tr,0,0
gjg_1759,us,0,0
gjg_1760,us,0,0
gjg_1761,us,0,0
gjg_1762,fr,0,0
gjg_1763,us,0,0
gjg_1764,ca,0,0
gjg_1765,ca,0,0
gjg_1766,ca,0,0
gjg_1767,au,0,0
gjg_1768,us,0,0
gjg_1769,fr,0,0
gjg_1770,us,0,0
gjg_1771,au,0,0
gjg_1772,au,0,0
gjg_1773,au,0,0
gjg_1774,ca,0,0
gjg_1775,au,0,0
gjg_1776,fr,0,0
gjg_1777,fr,0,0
gjg_1778,au,0,0
gjg_1779,ca,0,0
gjg_1780,fr,0,0
gjg_1781,ca,0,0
gjg_1782,us,0,0
gjg_1783,ca,0,0
gjg_1784,tr,0,0
gjg_1785,us,0,0
gjg_1786,ca,0,0
gjg_1787,ca,0,0
gjg_1788,fr,0,0
gjg_1789,us,0,0
gjg_1790,fr,0,0
gjg_1791,fr,0,0
gjg_1792,tr,0,0
gjg_1793,us,0,0
gjg_1794,ca,0,0
gjg_1795,ca,0,0
gjg_1796,au,0,0
gjg_1797,us,0,0
gjg_1798,tr,0,0
gjg_1799,tr,0,0
gjg_1800,fr,0,0
gjg_1801,au,0,0
gjg_1802,us,0,0
gjg_1803,fr,0,0
gjg_1804,us,0,0
gjg_1805,us,0,0
gjg_1806,ca,0,0
gjg_1807,fr,0,0
gjg_1808,au,0,0
gjg_1809,ca,0,0
gjg_1810,au,0,0
gjg_1811,us,0,0
gjg_1812,au,0,0
gjg_1813,fr,0,0
gjg_1814,us,0,0
gjg_1815,fr,0,0
gjg_1816,ca,0,0
gjg_1817,ca,0,0
gjg_1818,tr,0,0
gjg_1819,us,0,0
gjg_1820,tr,0,0
gjg_1821,au,0,0
gjg_1822,fr,0,0
gjg_1823,us,0,0
gjg_1824,fr,0,0
gjg_1825,ca,0,0
gjg_1826,tr,0,0
gjg_1827,ca,0,0
gjg_1828,us,0,0
gjg_1829,au,0,0
gjg_1830,au,0,0
gjg_1831,fr,0,0
gjg_1832,tr,0,0
gjg_1833,fr,0,0
gjg_1834,us,0,0
gjg_1835,us,0,0
gjg_1836,ca,0,0
gjg_1837,fr,0,0
gjg_1838,au,0,0
gjg_1839,fr,0,0
gjg_1840,us,0,0
gjg_1841,ca,0,0
gjg_1842,ca,0,0
gjg_1843,fr,0,0
gjg_1844,ca,0,0
gjg_1845,fr,0,0
gjg_1846,us,0,0
gjg_1847,ca,0,0
gjg_1848,us,0,0
gjg_1849,ca,0,0
gjg_1850,fr,0,0
gjg_1851,us,0,0
gjg_1852,fr,0,0
gjg_1853,us,0,0
gjg_1854,tr,0,0
gjg_1855,fr,0,0
gjg_1856,au,0,0
gjg_1857,us,0,0
gjg_1858,ca,0,0
gjg_1859,ca,0,0
gjg_1860,us,0,0
gjg_1861,tr,0,0
gjg_1862,fr,0,0
gjg_1863,ca,0,0
gjg_1864,us,0,0
gjg_1865,au,0,0
gjg_1866,fr,0,0
gjg_1867,au,0,0
gjg_1868,ca,0,0
gjg_1869,us,0,0
gjg_1870,ca,0,0
gjg_1871,us,0,0
gjg_1872,ca,0,0
gjg_1873,au,0,0
gjg_1874,fr,0,0
gjg_1875,au,0,0
gjg_1876,us,0,0
gjg_1877,fr,0,0
gjg_1878,tr,0,0
gjg_1879,fr,0,0
gjg_1880,ca,0,0
gjg_1881,us,0,0
gjg_1882,au,0,0
gjg_1883,au,0,0
gjg_1884,tr,0,0
gjg_1885,us,0,0
gjg_1886,au,0,0
gjg_1887,tr,0,0
gjg_1888,au,0,0
gjg_1889,ca,0,0
gjg_1890,fr,0,0
gjg_1891,tr,0,0
gjg_1892,tr,0,0
gjg_1893,ca,0,0
gjg_1894,ca,0,0
gjg_1895,fr,0,0
gjg_1896,tr,0,0
gjg_1897,fr,0,0
gjg_1898,au,0,0
gjg_1899,fr,0,0
gjg_1900,ca,0,0
gjg_1901,fr,0,0
gjg_1902,ca,0,0
gjg_1903,fr,0,0
gjg_1904,fr,0,0
gjg_1905,fr,0,0
gjg_1906,au,0,0
gjg_1907,us,0,0
gjg_1908,us,0,0
gjg_1909,us,0,0
gjg_1910,au,0,0
gjg_1911,au,0,0
gjg_1912,us,0,0
gjg_1913,au,0,0
gjg_1914,ca,0,0
gjg_1915,ca,0,0
gjg_1916,us,0,0
gjg_1917,au,0,0
gjg_1918,au,0,0
gjg_1919,us,0,0
gjg_1920,fr,0,0
gjg_1921,us,0,0
gjg_1922,fr,0,0
gjg_1923,ca,0,0
gjg_1924,au,0,0
gjg_1925,fr,0,0
gjg_1926,ca,0,0
gjg_1927,fr,0,0
gjg_1928,us,0,0
gjg_1929,tr,0,0
gjg_1930,tr,0,0
gjg_1931,tr,0,0
gjg_1932,ca,0,0
gjg_1933,us,0,0
gjg_1934,fr,0,0
gjg_1935,fr,0,0
gjg_1936,ca,0,0
gjg_1937,fr,0,0
gjg_1938,tr,0,0
gjg_1939,tr,0,0
gjg_1940,ca,0,0
gjg_1941,fr,0,0
gjg_1942,tr,0,0
gjg_1943,fr,0,0
gjg_1944,fr,0,0
gjg_1945,ca,0,0
gjg_1946,au,0,0
gjg_1947,tr,0,0
gjg_1948,tr,0,0
gjg_1949,tr,0,0
gjg_1950,tr,0,0
gjg_1951,us,0,0
gjg_1952,au,0,0
gjg_1953,tr,0,0
gjg_1954,fr,0,0
gjg_1955,fr,0,0
gjg_1956,ca,0,0
gjg_1957,ca,0,0
gjg_1958,us,0,0
gjg_1959,fr,0,0
gjg_1960,tr,0,0
gjg_1961,au,0,0
gjg_1962,au,0,0
gjg_1963,fr,0,0
gjg_1964,au,0,0
gjg_1965,us,0,0
gjg_1966,tr,0,0
gjg_1967,us,0,0
gjg_1968,us,0,0
gjg_1969,fr,0,0
gjg_1970,au,0,0
gjg_1971,ca,0,0
gjg_1972,us,0,0
gjg_1973,fr,0,0
gjg_1974,us,0,0
gjg_1975,us,0,0
gjg_1976,au,0,0
gjg_1977,tr,0,0
gjg_1978,fr,0,0
gjg_1979,ca,0,0
gjg_1980,us,0,0
gjg_1981,au,0,0
gjg_1982,au,0,0
gjg_1983,ca,0,0
gjg_1984,us,0,0
gjg_1985,fr,0,0
gjg_1986,ca,0,0
gjg_1987,us,0,0
gjg_1988,au,0,0
gjg_1989,fr,0,0
gjg_1990,us,0,0
gjg_1991,us,0,0
gjg_1992,fr,0,0
gjg_1993,ca,0,0
gjg_1994,au,0,0
gjg_1995,au,0,0
gjg_1996,us,0,0
gjg_1997,ca,0,0
gjg_1998,us,0,0
gjg_1999,ca,0,0
gjg_2000,tr,0,0
gjg_2001,us,0,0
gjg_2002,tr,0,0
gjg_2003,au,0,0
gjg_2004,au,0,0
gjg_2005,fr,0,0
gjg_2006,ca,0,0
gjg_2007,fr,0,0
gjg_2008,au,0,0
gjg_2009,tr,0,0
gjg_2010,us,0,0
gjg_2011,us,0,0
gjg_2012,au,0,0
gjg_2013,tr,0,0
gjg_2014,fr,0,0
gjg_2015,fr,0,0
gjg_2016,au,0,0
gjg_2017,au,0,0
gjg_2018,ca,0,0
gjg_2019,ca,0,0
gjg_2020,au,0,0
gjg_2021,us,0,0
gjg_2022,fr,0,0
gjg_2023,fr,0,0
gjg_2024,us,0,0
gjg_2025,au,0,0
gjg_2026,tr,0,0
gjg_2027,ca,0,0
gjg_2028,tr,0,0
gjg_2029,fr,0,0
gjg_2030,ca,0,0
gjg_2031,au,0,0
gjg_2032,fr,0,0
gjg_2033,ca,0,0
gjg_2034,au,0,0
gjg_2035,au,0,0
gjg_2036,au,0,0
gjg_2037,fr,0,0
gjg_2038,tr,0,0
gjg_2039,us,0,0
gjg_2040,fr,0,0
gjg_2041,tr,0,0
gjg_2042,au,0,0
gjg_2043,tr,0,0
gjg_2044,au,0,0
gjg_2045,fr,0,0
gjg_2046,tr,0,0
gjg_2047,fr,0,0
gjg_2048,fr,0,0
gjg_2049,au,0,0
gjg_2050,au,0,0
gjg_2051,tr,0,0
gjg_2052,fr,0,0
gjg_2053,us,0,0
gjg_2054,us,0,0
gjg_2055,tr,0,0
gjg_2056,ca,0,0
gjg_2057,ca,0,0
gjg_2058,tr,0,0
gjg_2059,us,0,0
gjg_2060,us,0,0
gjg_2061,us,0,0
gjg_2062,tr,0,0
gjg_2063,fr,0,0
gjg_2064,fr,0,0
gjg_2065,fr,0,0
gjg_2066,us,0,0
gjg_2067,fr,0,0
gjg_2068,us,0,0
gjg_2069,tr,0,0
gjg_2070,tr,0,0
gjg_2071,au,0,0
gjg_2072,au,0,0
gjg_2073,tr,0,0
gjg_2074,us,0,0
gjg_2075,us,0,0
gjg_2076,au,0,0
gjg_2077,us,0,0
gjg_2078,au,0,0
gjg_2079,ca,0,0
gjg_2080,au,0,0
gjg_2081,tr,0,0
gjg_2082,us,0,0
gjg_2083,au,0,0
gjg_2084,ca,0,0
gjg_2085,ca,0,0
gjg_2086,us,0,0
gjg_2087,us,0,0
gjg_2088,tr,0,0
gjg_2089,us,0,0
gjg_2090,fr,0,0
gjg_2091,fr,0,0
gjg_2092,au,0,0
gjg_2093,fr,0,0
gjg_2094,ca,0,0
gjg_2095,us,0,0
gjg_2096,us,0,0
gjg_2097,tr,0,0
gjg_2098,ca,0,0
gjg_2099,au,0,0
gjg_2100,tr,0,0
gjg_2101,tr,0,0
gjg_2102,us,0,0
gjg_2103,tr,0,0
gjg_2104,tr,0,0
gjg_2105,au,0,0
gjg_2106,au,0,0
gjg_2107,ca,0,0
gjg_2108,us,0,0
gjg_2109,tr,0,0
gjg_2110,tr,0,0
gjg_2111,au,0,0
gjg_2112,fr,0,0
gjg_2113,au,0,0
gjg_2114,fr,0,0
gjg_2115,au,0,0
gjg_2116,au,0,0
gjg_2117,ca,0,0
gjg_2118,ca,0,0
gjg_2119,au,0,0
gjg_2120,ca,0,0
gjg_2121,tr,0,0
gjg_2122,au,0,0
gjg_2123,tr,0,0
gjg_2124,us,0,0
gjg_2125,fr,0,0
gjg_2126,au,0,0
gjg_2127,us,0,0
gjg_2128,us,0,0
gjg_2129,au,0,0
